Nro.	Modular	Estante	Cod	Modulo_Estanteria	Fila	Materia	Titulo	Autor	Idioma	Tipo	Pais de Origen	Editorial	Fecha_edicion	Edicion	Nro_ejemplares	Estado Fisico	Observaciones
822	2M-5E	Fila 1	Min 14	E	E9	Minería	Elección y Crítica de los Métodos de Explotación en Minería 	STOCES, B.	Español	Libro	España	Ediciones Omega	1963	Segunda	2	Bueno	
823	2M-5E	Fila 1	Min 15	E	E9	Minería	La Ejecución de Trabajos Regulares en las Minas	CAMPILLO SAINZ, J.	Español	Libro	Mexico	JUS, S.A	1952	Primera	1	Bueno	
824	2M-5E	Fila 1	Min 16	E	E9	Minería	Elementos de Minería	YOUNG, G. Y.	Español	Libro	España	GUSTAVO GILI S.A	1961	segunda	1	Bueno	
825	2M-5E	Fila 1	Min 17	E	E9	Minería	La Minería y su Influencia en el Progreso y Desarrollo de México	SERRANO, G. P.	Español	Libro	Mexico	JUS, S.A	1951	Primera	1	Bueno	
826	2M-5E	Fila 1	Min 18	E	E9	Minería	Situación y Posibilidades de Cooperación en la Minería del Grupo Andino	Junta del Acuerdo de Cartagena	Español	Libro	Perú	Artes Graficas MV. S.A	1988	Primera	1	Bueno	
827	2M-5E	Fila 1	Min 19	E	E9	Minería	Desarrollo de las Técnicas de Voladuras (copia incompleta)	GUSTAFSSON, R.	Español	Libro	Suecia	S/E	1977	Primera	1	Bueno	
828	2M-5E	Fila 1	Min 21	E	E9	Minería	Explotation des mines	BOKY, B.	Frances	Libro	Francia	MIR	1968	Primera	1	Malo	
829	2M-5E	Fila 1	Min 22	E	E9	Minería	Curso sobre planificación de proyectos mineros	BARRAGÓN, J.	Español	Libro	Mexico	INDUSTRIAL MINERA MEXICO, S.A 	1977	Primera	1	Bueno	
830	2M-5E	Fila 1	Min 23	E	E9	Minería	"Review of the most essential factors to be considered in a joint venture agreement and in negotiations preceding the agreement of ""mature"" projects"	SWARTLING, A.	Ingles	Informe	Ecuador	S/E	1995	Primera	1	Bueno	
831	2M-5E	Fila 1	Min 24	E	E9	Minería	Aspectos sociológicos en la minería	RUDQVIST, A.	Español	Informe	Ecuador	S/E	s/f	Primera	1	Bueno	
832	2M-5E	Fila 1	Min 25	E	E9	Minería	Minerals Yearbook Vol. I: Metals and Minerals	US Bureau of Mines	Ingles	Libro	EEUU	U.S. Goverment Printing Office	1982	Primera	1	Bueno	
833	2M-5E	Fila 1	Min 26	E	E9	Minería	Minerals Yearbook Vol. 3 Area Reports: International	US Bureau of Mines	Ingles	Anuario	EEUU	U.S. Goverment Printing Office	1982	Primera	1	Bueno	
834	2M-5E	Fila 2	Min 28	E	E10	Minería	Mineral Facts and Problems. Bulletin 585, 1960 Edition	US Bureau of Mines	Ingles	Boletin	EEUU	U.S. Goverment Printing Office	1960	Primera	1	Bueno	
835	2M-5E	Fila 2	Min 29	E	E10	Minería	Mineral Facts and Problems. Bulletin 650, 1970 Edition	US Bureau of Mines	Ingles	Boletin	EEUU	U.S. Goverment Printing Office	1970	Primera	1	Bueno	
836	2M-5E	Fila 2	Min 30	E	E10	Minería	Mineral Facts and Problems, Bulletin 671, 1980 Edition	US Bureau of Mines	Ingles	Libro	EEUU	U.S. Goverment Printing Office	1980	Primera	1	Bueno	
837	2M-5E	Fila 2	Min 31	E	E10	Minería	Canadian minerals yearbook 1964. Mineral report 11	Departament of Mines and Technical Surveys	Ingles	Libro	Ottawa-Canada	ROGER DUHAMEL, F.R.S.C.	1966	Primera	1	Malo	
838	2M-5E	Fila 2	Min 32	E	E10	Minería	Conversatorio internacional sobre minería sin rieles. Boletín n°1	Instituto Geológico, Minero y Metalúrgico	Español	Boletin	LIMA-Perú	INGEMMET	1980	Primera	1	Bueno	
839	2M-5E	Fila 2	Min 33	E	E10	Minería	Breve curso sobre métodos de diseño de canteras	SOSA, H.	Español	Libro	Ecuador	S/E	1983	Primera	1	Bueno	
840	2M-5E	Fila 2	Min 34	E	E10	Minería	The mining directory 1991 - 1992	Don Nelson Publications	Ingles	Anuario	Inglaterra-Reino Unido	LINATEX MALAYSIA SDN BHD	1992	sexta	1	Bueno	
841	2M-5E	Fila 2	Min 35	E	E10	Minería	Mining international year book 1979	NIGHTINGALE, W.	Ingles	Anuario	Austria	ORTECH	1979	Primera	1	Bueno	
842	2M-5E	Fila 2	Min 36	E	E10	Minería	Canadian minerals yearbook 1997. Review and outlook	Natural Resources Canada	Ingles	Anuario	Canada	S/E	1997	Primera	1	Bueno	
843	2M-5E	Fila 2	Min 37	E	E10	Minería	World mining data	WEBER,L., ZSAK, G.	Ingles	Anuario	Viena	GRAFIKDESING	2003	Primera	1	Bueno	
844	2M-5E	Fila 2	Min 38	E	E10	Minería	Cercetari miniere	Ministerul Minelor, Petrolului si Geologiei	Italiano	Libro	Italia	IPT	1971	Primera	1	Malo	
845	2M-5E	Fila 2	Min 39	E	E10	Minería	Guía para la administración de instalaciones de relaves	Asociación de Minería de Canada	Ingles	Guia	CANADA 	S/E	1998	Primera	1	Bueno	
846	2M-5E	Fila 2	Min 40	E	E10	Minería	Indices geotecnológicos	BLANCO, R.	Español	Libro	Ecuador	S/E	s/f	Primera	3	Bueno	
847	2M-5E	Fila 2	Min 41	E	E10	Minería	Trabajo de peforación y explosivo en la minería subterranea	BLANCO, R.	Español	Libro	Ecuador	S/E	s/f	Primera	3	Bueno	
848	2M-5E	Fila 2	Min 42	E	E10	Minería	Propiedades de resistencia de las rocas y de macizo rocoso	BLANCO, R.	Español	Libro	Ecuador	S/E	s/f	Primera	3	Bueno	
849	2M-5E	Fila 2	Min 43	E	E10	Minería	Mining and mineral processing equipment costs and preliminary capital cost estimations	MULAR, A.	Ingles	Libro	Canada	S/E	1982	Primera	1	Bueno	
850	2M-5E	Fila 2	Min 44	E	E10	Minería	I Jornada iberoamericana sobre riesgos geodinámicos en la actividad minera, ordenamiento y cierre de minas. Tomo I	BLANCO, R., CARRIÓN, P.	Español	Libro	Ecuador	IMPRENTA MISTRAL 	2005	Primera	1	Bueno	
851	2M-5E	Fila 2	Min 45	E	E10	Minería	I Jornada iberoamericana sobre riesgos geodinámicos en la actividad minera, ordenamiento y cierre de minas. Tomo II	BLANCO, R., CARRIÓN, P.	Portuguez	Libro	Ecuador	IMPRENTA MISTRAL 	2006	Primera	1	Bueno	
852	2M-5E	Fila 2	Min 46	E	E10	Minería	Información de línea e base de la minería a equeña escala correspondiente a las regiones de La Liertad, Madre de Dios, Moquegua, Pasco, Piura y Puno.	CANSECA, C.	Español	Informe	Perú	S/E	2010	Primera	1	Bueno	
853	2M-5E	Fila 2	Min 47	E	E10	Minería	Técnicas modernas aplicadas a la exploración minera	FERRARIS, F.	Español	Libro	Chile	S/E	1996	Primera	1	Bueno	
854	2M-5E	Fila 2	Min 48	E	E10	Minería	Small mines development in precious metals	LI, T. M., PLOUF, T.M.	Ingles	Libro	EEUU	S/E	1987	Primera	1	Bueno	
855	2M-5E	Fila 2	Min 49	E	E10	Minería	Exploration, evaluation and testing of volcanic raw materials for use in construction	MATHERS, S.J., HARRISON, D.J.,MITCHELL,C.J., EVANS, E.J	Ingles	Libro	Nottingham-Reino Unido	British Geological Survey	2000	Primera	1	Bueno	
856	2M-5E	Fila 2	Min 50	E	E10	Minería	Geological Methods in Mineral Exploration and Mining	MARJORIBANKS, R.	INgles	Libro	Londres-Reino Unido	Chapman & Hall	1997	Primera	1	Bueno	Proyecto de Investigación  Geológica
857	2M-5E	Fila 3	PrM 01	E	E10	Procesamiento mineral	Mineral processing (copia)	PRYOR, E. J.	Ingles	Libro	Gran Bretaña	Elsevier Publishing Company	s/f	tercera	1	Malo	
858	2M-5E	Fila 3	PrM 02	E	E10	Procesamiento mineral	Mineral processing in Developing countries	NACIONES UNIDAS	Ingles	Libro	Londres-Reino Unido	Graham & Trotman Ltd	1984	Primera	1	Bueno	
859	2M-5E	Fila 3	PrM 03	E	E10	Procesamiento mineral	Mineral processing Volume 2, Part A	LASKOWSKI , J.  	Ingles	Libro	Varsovia-Polonia	Elsevier Publishing Company	1981	Primera	1	Bueno	
860	2M-5E	Fila 3	PrM 04	E	E10	Procesamiento mineral	Mineral processing Volume 2, Part B	LASKOWSKI , J.  	Ingles	Libro	Varsovia-Polonia	Elsevier Publishing Company	1981	Primera	1	Bueno	
861	2M-5E	Fila 3	PrM 05	E	E10	Procesamiento mineral	Mineral Processing Volume 1. Fundamentals, Comminution, Sizing and Classification	TARJÁN, G.	Ingles	Libro	Budapest-Hungria	Akademiai Kiado	1981	Primera	1	Bueno	Prestado a Edwin León
862	2M-5E	Fila 3	PrM 06	E	E10	Procesamiento mineral	Elementos de preparación de minerales	TAGGART, A. F.	español	Libro	Madrid-España	INTERCIENCIA	1966	Primera	1	Bueno	
863	2M-5E	Fila 3	PrM 07	E	E10	Procesamiento mineral	Mineral Processing Plant Design	BMULAR, A., BHAPPU, R.	Ingles	Libro	New York-EEUU	Society of Mining Engineers, Inc	1980	segunda	1	Bueno	
864	2M-5E	Fila 3	PrM 08	E	E10	Procesamiento mineral	Mineral Processing Technology	WILLS, B. A.	Ingles	Libro	Gran Bretaña	PERGAMON PRESS	1985	tercera	1	Bueno	
865	2M-5E	Fila 3	PrM 09	E	E10	Procesamiento mineral	Fine Particles Processing Volume 1	SOMASUNDARAN, P. 	Ingles	Libro	New York-EEUU	American institute, metallurgical and petroleum 	1980	Primera	1	Bueno	
866	2M-5E	Fila 3	PrM 10	E	E10	Procesamiento mineral	Fine Particles Processing Volume 2	SOMASUNDARAN, P.	Ingles	Libro	New York-EEUU	American institute, metallurgical and petroleum 	1980	Primera	1	Bueno	
867	2M-5E	Fila 3	PrM 11	E	E10	Procesamiento mineral	Mineral Crushing and Grinding Circuits	LYNCH, A. J.	Ingles	Libro	Netherlands-Amsterdam	Elsevier Publishing Company	1977	Primera	1	Bueno	
868	2M-5E	Fila 3	PrM 12	E	E11	Procesamiento mineral	Gravity Concentration Technology	BURT, R. O.	Ingles	Libro	Netherlands-Amsterdam	Elsevier Publishing Company	1984	Primera	1	Bueno	
869	2M-5E	Fila 3	PrM 13	E	E11	Procesamiento mineral	Proyectos de Fábricas de Preparación de Minerales	RAZUMOV, K. A., PEROV, V.A.	Español	Libro	Moscu	MIR	1985	Primera	2	Bueno	Un libro empastado y otro plastificado
870	2M-5E	Fila 3	PrM 14	E	E11	Procesamiento mineral	Cerámica industrial Vol. I , Principios Generales de la Fabricación de Cerámica	SINGER, F., SINGERS, S.	español	Enciclopedia	Bilbao-España	URMO	1976	Primera	1	Bueno	
871	2M-5E	Fila 3	PrM 15	E	E11	Procesamiento mineral	Cerámica industrial Vol. II. Procesos de la Fabricación de Cerámica	SINGER, F., SINGERS, S.	español	Enciclopedia	Bilbao-España	URMO	1976	Primera	1	Bueno	
872	2M-5E	Fila 3	PrM 16	E	E11	Procesamiento mineral	Cerámica Industrial Vol. III. Procesos de la Fabricación de Cerámica	SINGER, F., SINGERS, S.	español	Enciclopedia	Bilbao-España	URMO	1976	Primera	1	Bueno	
873	2M-5E	Fila 3	PrM 17	E	E11	Procesamiento mineral	International ceramics and refractories manual	World Ceramics	Ingles	Manual 	Alemania	FUCHS-TON	1982	Primera	1	Bueno	
874	2M-5E	Fila 3	PrM 18	E	E11	Procesamiento mineral	Raw materials for the Glass Industry 1977	Kali-Chemie	Ingles	Libro	Duisburgo-Alemania	Industrial Minerals Glass Survey	1977	Primera	1	Bueno	
875	2M-5E	Fila 3	PrM 19	E	E11	Procesamiento mineral	Modern mineral proccessing blue sheets (copia)	DENVER Laboratory	Ingles	Libro	Colorado-EEUU	S/E	s/f	Primera	1	Malo	
876	2M-5E	Fila 3	PrM 20	E	E11	Procesamiento mineral 	Mining and Mineral Processing Equipment Costs (copia)	MULAR, A.L.	Ingles	Libro	Vancouver	The Canadian Institute of Mining and Metallurgy	1982	Primera	1	Bueno	
877	2M-5E	Fila 3	PrM 21	E	E11	Procesamiento mineral	The Extraction of Free Gold (copia)	McGOWEN, Al.	Ingles	Libro	N/A	S/E	s/f	Primera	1	Malo	
878	2M-5E	Fila 3	PrM 22	E	E11	Procesamiento mineral	Curso de procesammiento de minerales	AMELUNXEN, R.	Español	Libro	N/A	Associated Mining Consultants	1991	Primera	1	Bueno	
879	2M-5E	Fila 4	PTL 01	E	E11	Paleontología	Prácticas de Paleontología. Fichero de Paleontología Estratigráfica	MELENDEZ, B.	Español	Libro	Madrid-España	Paraninfo	1971	Primera	1	Malo	
880	2M-5E	Fila 4	PTL 02	E	E11	Paleontología	Paleontologische Abhandlungen	DAMES, W., KAYSER, E.	Alemán	Libro	Alemania	Drick und Verlag Von Reimer	1883	Primera	2	Bueno	
881	2M-5E	Fila 4	PTL 03	E	E11	Paleontología	Proceedings of the First International Conference on Planktonic Microfossils Vol. I	BRONNIMANN, P., RENZ, H.H.	Ingles	Libro	Netherlands-Amsterdam	Tuta Sub Aegide Pallas	1969	Primera	1	Bueno	
882	2M-5E	Fila 4	PTL 04	E	E11	Paleontología	Proceedings of the First International Conference on Planktonic Microfossils Vol. I I	BRONNIMANN, P., RENZ, H.H.	Ingles	Libro	Netherlands-Amsterdam	Tuta Sub Aegide Pallas	1969	Primera	1	Bueno	
883	2M-5E	Fila 4	PTL 05	E	E11	Paleontología	Principles of Micropaleontology	GLAESSNER, M. F.	Ingles	Libro	New York-EEUU	Hafner Publishing CO.	1972	Primera	1	Bueno	
884	2M-5E	Fila 4	PTL 07	E	E11	Paleontología	Paleontology	BERRY WILBER, E.	Ingles	Libro	New York-EEUU	McGraw-Hill	1929	Primera	1	Bueno	
885	2M-5E	Fila 4	PTL 08	E	E11	Paleontología	Principles of Zoological Micropaleontology	POKORNY, V.	Ingles	Libro	Polonia	PERGAMON PRESS	1963	Primera	1	Bueno	
886	2M-5E	Fila 4	PTL 09	E	E11	Paleontología	Paleontología Tomo 1	MELENDEZ, B.	Español	Libro	Madrid-España	Paraninfo	1977	segunda	1	Malo	
887	2M-5E	Fila 4	PTL 10	E	E11	Paleontología	Evolutionary Paleoecology of the Marine Biosphere	VALENTINE, J. W.	Ingles	Libro	New Jersey-EEUU	Prentice Hall, INC	1973	Primera	1	Bueno	
888	2M-5E	Fila 4	PTL 11	E	E11	Paleontología	Principles of Paleoecology	AGER, D. V.	Ingles	Libro	EEUU	McGraw-Hill	1963	Primera	1	Bueno	
889	2M-5E	Fila 4	PTL 12	E	E11	Paleontología	Geocronología	ZEUNER, F. E.	Español	Libro	Barcelona-España	Ediciones Omega	1956	Primera	1	Bueno	
890	2M-5E	Fila 4	PTL 13	E	E11	Paleontología	XIII Coloquio Europeo de Micropaleontología 	Empresa Nacional Adaro de Investigaciones Mineras	Español	Libro	Madrid-España	S/E	1973	Primera	1	Bueno	
891	2M-5E	Fila 4	PTL 14	E	E11	Paleontología	British Palaeozoic Fossils	British Museum	Ingles	Libro	Londres-Reino Unido	B.M.N.H	1966	segunda	1	Malo	
892	2M-5E	Fila 4	PTL 15	E	E11	Paleontología	British Mesozoic Fossils	British Museum	Ingles	Libro	Londres-Reino Unido	B.M.N.H	1967	tercera	1	Malo	
893	2M-5E	Fila 4	PTL 16	E	E11	Paleontología	British Caenozoic Fossils	British Museum	Ingles	Libro	Londres-Reino Unido	B.M.N.H	1968	tercera	1	Malo	
894	2M-5E	Fila 4	PTL 17	E	E11	Paleontología  	Miocene Stratigraphy and Paleontology of Southwestern Ecuador Vol. 33, Nº 139 (copia)	MARKS, G. J.	Ingles	Boletin	New York-EEUU	American Paleontology	1951	Primera	1	Malo	
895	2M-5E	Fila 4	PTL 18	E	E11	Paleontología	Middle Cambrian Faunas	WOLFART, R. 	Ingles	Libro	Hannover-Alemania	Schweizerbart´sche Verlagsbuchhandlung	1994	Primera	1	Bueno	
896	2M-5E	Fila 4	PTL 19	E	E11	Paleontología	Sobre la Bioestratigrafia y la Fauna de Ammonites del Jurásico de América del Sur (especialmente de Chile)	VON HILLERBRANT, A.	Español	Libro	Santiago-Chile	Universidad de Chile	1972	Primera	1	Malo	
897	2M-5E	Fila 4	PTL 20	E	E11	Paleontología	Paleontological study of molluscan assamblages of the Miocene Moniwa Formation, Northeast Japan and description of their Pectinidae	SATO, Y.	Ingles	Informe	Japón	Geological Survey of Japan	1991	Primera	1	Bueno	
898	2M-5E	Fila 4	PTL 21	E	E11	Paleontología	Contributions to the Paleontology of Colombia, Ecuador and Perú	BERRY, E. W., ROSCHEN, E.	Ingles	Paper	Baltimore-EEUU	The Johns Hopkins Press	1929	Primera	1	Malo	
899	2M-5E	Fila 4	PTL 22	E	E11	Paleontología	Zoological Scientific contributions of the New York Zoological Society: The Galapagos Tortoises in their relation to the Whaling Industry	TOWNSEND, Ch. H.	Ingles	Libro	New York-EEUU	The Society the Zoological Park	1925	Primera	1	Malo	
900	2M-5E	Fila 4	PTL 23	E	E11	Paleontología 	Catálogo ilustrado de foraminíferos Superfamilia Globigerinacea  (copia)	ROBLES RAMOS, M. L.	Español	Libro	Mexico	Insituto Mexicano del Petroleo	1967	Primera	1	Bueno	
901	2M-5E	Fila 4	PTL 24	E	E11	Paleontología 	Contribution a la connaissance du miocene inferieur aquitain: Etude Biostratigraphique (Foraminiferes) du forage de merignac Sud-Aviation 	GUEVARA, G.	Frances	Tesis	Quito-Ecuador	S/E	1969	Primera	1	Malo	TESIS
902	2M-5E	Fila 4	PTL 25	E	E11	Paleontología	"Scientific results of the Yacht ""Ara"" expedition during the years 1926-1928, while in Command of William Vanderbilt- FISHES"	BORODIN, N.A.	Ingles	Boletin	EEUU	The Cosmos Press	1928	Primera	1	Bueno	
903	2M-5E	Fila 4	PTL 26	E	E11	Paleontología	Bulletin of the Vanderbilt Marine Museum Vol. II: Crustacea: Stomatopoda and Brachyura	BOONE, L.	Ingles	Boletin	New York-EEUU	S/E	1930	Primera	1	Bueno	
904	2M-5E	Fila 4	PTL 27	E	E11	Paleontología	Bulletin of the Vanderbilt Marine Museum Vol. III Crustacea: Anomura, Macrura, Schizopoda, Isopoda, Amphipoda, Mysidacea, Cirripedia, and Copepoda	BOONE, L.	Ingles	Boletin	New York-EEUU	S/E	1930	Primera	1	Bueno	
905	2M-5E	Fila 4	PTL 28	E	E11	Paleontología	Bulletin of the Vanderbilt Marine Museum Vol. IV Coelenterata, Echinodermata and Mollusca	BOONE, L.	Ingles	Boletin	New York-EEUU	S/E	1933	Primera	1	Bueno	
906	2M-5E	Fila 4	PTL 29	E	E11	Paleontología	Bulletin of the Vanderbilt Marine Museum Vol. V  Cretacea: Stomatopoda and Brachyura	BOONE, L.	Ingles	Boletin	New York-EEUU	S/E	1934	Primera	1	Bueno	
907	2M-5E	Fila 4	PTL 30	E	E11	Paleontología	Bulletin of the Vanderbilt Marine Museum Vol. VI  Crustacea: Anomura, Maacrura, Euphausiacea, Isopoda, Amphipoda, and Echinodermata: Asteroidea and Echinoidea	BOONE, L.	Ingles	Boletin	New York-EEUU	S/E	1935	Primera	1	Bueno	
908	2M-5E	Fila 5	PTL 31	E	E11	Paleontología	Tertiary Faunas	DAVIES, M. A.	Ingles	Libro	Gran Bretaña	George Allen & Unwin Ltd.	1971	Primera	1	Bueno	
909	2M-5E	Fila 5	PTL 32	E	E11	Paleontología	The distribution of bird-life in Ecuador	CHAPMAN, F. M.	Ingles	Boletin	New York-EEUU	Order of the Trustees	1926	Primera	1	Malo	
910	2M-5E	Fila 5	PTL 33	E	E11	Paleontología	New fossil Pearly fresh-water Mussels from deposits on the upper Amazon of Peru	MARSHALL, W. B.	Ingles	Libro	Washington-EEUU	U.S. Goverment Printing Office	1928	Primera	1	Bueno	
911	2M-5E	Fila 5	PTL 34	E	E12	Paleontología	Preliminary Report on Ecuadorean Mammals Nº 1	ANTHONY, H.E.	Ingles	Informe	New York-EEUU	Order of the Trustees	1921	Primera	1	Bueno	
912	2M-5E	Fila 5	PTL 35	E	E12	Paleontología 	Stratigraphic studies in Northern Peru  (copia)	KUMMEL, B.	Ingles	Paper	Perú	S/E	1950	Primera	1	Bueno	
913	2M-5E	Fila 5	PTL 36	E	E12	Paleontología	Upper cretaceous foraminifera from North-Western Peru  (copia)	FRIZZELL, D.	Ingles	Paper	Perú	S/E	1943	Primera	1	Bueno	
914	2M-5E	Fila 5	PTL 37	E	E12	Paleontología	Sobre um Gliptodonte Do Brasil	DE PAULA COUTO, C.	Portugues	Boletin	Río de Janeiro-Brasil	Servicio Gráfico del Instituto Brasilero de Geografía y Estadística	1957	Primera	1	Bueno	
915	2M-5E	Fila 5	PTL 38	E	E12	Paleontología	Sobre hemiaster Jacksoni Maury e outros equinóides do cretácico brasileiro	MARCHESINI SANTOS, M. E., DE SOUZA CUNHA, F.L.	Portugues	Boletin	Río de Janeiro-Brasil	Servicio Gráfico del Instituto Brasilero de Geografía y Estadística	1959	Primera	1	Bueno	
916	2M-5E	Fila 5	PTL 39	E	E12	Paleontología	Contribuiçao à Paleoanatomía Vegetal II-Madeiras Fosseis do Território do Acre (Alto Jurua), Brasil	MUSSA, D.	Portugues	Boletin	Río de Janeiro-Brasil	Servicio Gráfico del Instituto Brasilero de Geografía y Estadística	1959	Primera	1	Bueno	
917	2M-5E	Fila 5	PTL 40	E	E12	Paleontología	Mamíferos Fósseis do Pleistoceno do Rio Grande do Sul, I-Ungulados	DE SOUZA CUNHA, F.L.	Portugues	Boletin	Río de Janeiro-Brasil	Servicio Gráfico del Instituto Brasilero de Geografía y Estadística	1959	Primera	1	Bueno	
918	2M-5E	Fila 5	PTL 41	E	E12	Paleontología	Contribuiçôes à Paleogeografia e Historia do Desenvolvimiento Geológico Da Bacia do Amazonas	DE LOCZY, L.	Portugues	Boletin	Río de Janeiro-Brasil	Servicio Gráfico del Instituto Brasilero de Geografía y Estadística	1966	Primera	1	Bueno	
919	2M-5E	Fila 5	PTL 42	E	E12	Paleontología	Cretaceous system in Northern Peru, Incluidas fotografías aéreas  (copia)	BENAVIDES CACERES, V.	Ingles	Tesis	EEUU	S/E	1956	Primera	1	Malo	
920	2M-5E	Fila 5	PTL 43	E	E12	Paleontología  	Contribution to tertiary paleontology of northern Peru, Part 1, Eocene Mollusca and Brachiopoda	OLSSON, A.A.	Ingles	Boletin	New York-EEUU	S/E	1928	Primera	1	Malo	
921	2M-5E	Fila 5	PTL 44	E	E12	Paleontología 	Contribution to tertiary paleontology of northern Peru, Part 2, Upper Eocene Mollusca and Brachiopoda	OLSSON, A.A.	Ingles	Boletin	New York-EEUU	S/E	1929	Primera	1	Malo	
922	2M-5E	Fila 5	PTL 45	E	E12	Paleontología  	Contribution to tertiary paleontology of northern Peru, Part 3, Eocene Mollusca  	OLSSON, A.A.	Ingles	Boletin	New York-EEUU	S/E	1930	Primera	1	Malo	
923	2M-5E	Fila 5	PTL 46	E	E12	Paleontología 	Contribution to tertiary paleontology of northern Peru, Part 4, The Peruvian Oligocene  	OLSSON, A.A.	Ingles	Boletin	New York-EEUU	S/E	1931	Primera	1	Malo	
924	2M-5E	Fila 5	PTL 47	E	E12	Paleontología  	Contribution to tertiary paleontology of northern Peru, Part 5, The Peruvian Miocene  	OLSSON, A.A.	Ingles	Boletin	New York-EEUU	S/E	1932	Primera	1	Malo	
925	2M-5E	Fila 5	PTL 48	E	E12	Paleontología  	Contribution to tertiary paleontology of northern Peru, Part VII. The Cretaceous of the Paita Region 	OLSSON, A.A.	Ingles	Boletin	New York-EEUU	S/E	1944	Primera	1	Malo	
926	2M-5E	Fila 5	PTL 49	E	E12	Paleontología 	The paleontology of the Zorritos formation of the North Peruvian oil fields  (copia)	SPIEKER, E.	Ingles	Libro	EEUU	The Johns Hopkins Press	1922	Primera	1	Malo	
927	2M-5E	Fila 5	PTL 50	E	E12	Paleontología  	An upper-carboniferous fauna from the Amotate mountains, North-Western Perú  (copia)	THOMAS, D.	Ingles	Libro	EEUU	S/E	1928	Primera	1	Malo	
928	2M-5E	Fila 5	PTL 51	E	E12	Paleontología  	Micropaleontología ecuatoriana	ORDOÑEZ, M., JIMENES, N., SUAREZ, J.	Español	Libro	Guayaquil-Ecuador	CIGG	2006	Primera	1	Bueno	
929	2M-5E	Fila 5	PTL 52	E	E12	Paleontología  	Paleontología de invertebrados	HOFHER, G., ORDOÑEZ, M.	Español	Libro	Guayaquil-Ecuador	Universidad de Guayaquil	1978	Primera	1	Bueno	
930	2M-5E	Fila 5	PTL 53	E	E12	Paleontología  	Introducción a la Paleontología	SCOTT, J.	Español	Libro	Madrid-España	Paraninfo	1975	Primera	1	Bueno	
931	2M-5E	Fila 5	PTL 54	E	E12	Paleontología  	The Bingara Fauna	MARCUS, L.F.	Ingles	Libro	California-EEUU	The University of California Press	1976	Primera	1	Malo	
932	2M-5E	Fila 5	PTL 55	E	E12	Paleontología  	Paleontology and Stratigraphy of the lower chick abally mudstone (Barremian-Aptian) In the ono quadrangle, Northern California	MURPHY, M. A.	Ingles	Libro	California-EEUU	The University of California Press	1975	Primera	1	Malo	
933	2M-5E	Fila 5	PTL 56	E	E12	Paleontología  	Siluriam and devonian graptolites of central nevada	BERRY, W. B. N., MURPHY, M.A.	Ingles	Libro	California-EEUU	The University of California Press	1975	Primera	1	Malo	
934	2M-5E	Fila 5	PTL 57	E	E12	Paleontología  	Wenlockian and ludlovian age brachiopos from the roberts mountains formation of central nevada	JOHNSON, J.G., BOUCOT, A.J., MURPHY, M.A.	Ingles	Libro	California-EEUU	The University of California Press	1976	Primera	1	Malo	
